PAXLST:D:17B:UN::;Passenger list message;UNH;M;1;BGM;M;1;RFF;C;1;SG1;C;5;SG2;M;10;CNT;C;1;UNT;M;1
PAXLST:D:17B:UN::SG1;SG01;NAD;M;1;COM;C;1
PAXLST:D:17B:UN::SG2;SG02;TDT;M;1;SG4;C;999
PAXLST:D:17B:UN::SG4;SG04;NAD;M;1;ATT;C;1;DTM;C;1;LOC;C;1;EMP;C;1;NAT;C;1;RFF;C;9;SG5;C;5
PAXLST:D:17B:UN::SG5;SG05;DOC;M;1;DTM;C;1;LOC;C;1
